event_id,user_id,event_name,event_timestamp,session_id,platform,event_hour
E00001092,U000254,session_start,2026-02-26 08:03:00,SU00025401,Desktop,8
E00001103,U000256,onboarding_start,2026-02-01 06:47:00,SU00025601,Desktop,6
E00001106,U000257,onboarding_start,2026-02-11 20:23:00,SU00025701,Mobile,20
E00001127,U000261,signup,2026-03-01 17:50:00,SU00026101,Mobile,17
E00001128,U000261,onboarding_start,2026-03-02 00:29:00,SU00026101,Mobile,0
E00001134,U000262,signup,2026-01-02 01:23:00,SU00026201,Desktop,1
E00001137,U000263,signup,2026-01-01 17:36:00,SU00026301,Mobile,17
E00001140,U000264,signup,2026-02-17 18:30:00,SU00026401,Tablet,18
E00001152,U000266,signup,2026-03-10 08:41:00,SU00026601,Desktop,8
E00001167,U000268,signup,2026-02-01 05:14:00,SU00026801,Mobile,5
E00001168,U000268,onboarding_start,2026-02-01 16:22:00,SU00026801,Mobile,16
E00001173,U000270,signup,2026-01-19 06:37:00,SU00027001,Tablet,6
E00001184,U000274,onboarding_start,2026-01-20 03:19:00,SU00027401,Mobile,3
E00001183,U000274,signup,2026-01-20 08:54:00,SU00027401,Mobile,8
E00001186,U000274,core_action,2026-01-24 12:08:00,SU00027401,Mobile,12
E00001204,U000276,core_action,2026-02-25 14:43:00,SU00027601,Mobile,14
E00001214,U000280,onboarding_start,2026-03-14 21:42:00,SU00028001,Mobile,21
E00001225,U000281,feature_view,2026-02-11 23:11:00,SU00028101,Mobile,23
E00001232,U000282,feature_view,2026-02-10 06:53:00,SU00028201,Desktop,6
E00001239,U000283,onboarding_complete,2026-03-27 14:47:00,SU00028301,Mobile,14
E00001241,U000283,feature_view,2026-03-30 13:58:00,SU00028301,Mobile,13
E00001278,U000292,onboarding_start,2026-03-02 04:41:00,SU00029201,Desktop,4
E00001296,U000296,session_start,2026-02-07 07:42:00,SU00029601,Desktop,7
E00001293,U000296,core_action,2026-02-08 07:38:00,SU00029601,Desktop,7
E00001306,U000297,session_start,2026-02-07 04:56:00,SU00029701,Desktop,4
E00001319,U000303,signup,2026-03-08 05:09:00,SU00030301,Desktop,5
E00001341,U000306,feature_view,2026-02-18 02:08:00,SU00030601,Mobile,2
E00001347,U000307,onboarding_start,2026-03-18 01:15:00,SU00030701,Mobile,1
E00001362,U000310,core_action,2026-01-29 12:23:00,SU00031001,Desktop,12
E00001367,U000310,subscription_start,2026-02-11 17:15:00,SU00031001,Desktop,17
E00001368,U000311,signup,2026-01-30 13:25:00,SU00031101,Mobile,13
E00001375,U000314,signup,2026-02-23 21:28:00,SU00031401,Mobile,21
E00001390,U000318,onboarding_complete,2026-01-23 13:37:00,SU00031801,Mobile,13
E00001394,U000318,session_start,2026-01-26 12:50:00,SU00031801,Mobile,12
E00001398,U000319,onboarding_complete,2026-01-31 05:08:00,SU00031901,Mobile,5
E00001402,U000320,core_action,2026-01-31 03:16:00,SU00032001,Tablet,3
E00001404,U000320,core_action,2026-02-01 05:03:00,SU00032001,Tablet,5
E00001408,U000321,signup,2026-03-05 07:52:00,SU00032101,Mobile,7
E00001432,U000327,onboarding_start,2026-02-05 11:14:00,SU00032701,Mobile,11
E00001446,U000330,onboarding_complete,2026-01-18 11:08:00,SU00033001,Mobile,11
E00001449,U000331,onboarding_complete,2026-02-14 00:51:00,SU00033101,Desktop,0
E00001459,U000334,signup,2026-01-06 09:30:00,SU00033401,Tablet,9
E00001463,U000334,feature_view,2026-01-13 17:00:00,SU00033401,Tablet,17
E00001462,U000334,core_action,2026-01-13 21:33:00,SU00033401,Tablet,21
E00001468,U000335,onboarding_complete,2026-02-08 01:55:00,SU00033501,Mobile,1
E00001471,U000336,onboarding_complete,2026-01-26 11:07:00,SU00033601,Desktop,11
E00001492,U000341,core_action,2026-03-31 21:15:00,SU00034101,Mobile,21
E00001497,U000342,onboarding_complete,2026-02-02 18:00:00,SU00034201,Desktop,18
E00001500,U000342,core_action,2026-02-03 00:03:00,SU00034201,Desktop,0
E00001506,U000344,onboarding_complete,2026-02-04 19:57:00,SU00034401,Mobile,19
E00001519,U000346,onboarding_start,2026-01-19 18:53:00,SU00034601,Mobile,18
E00001531,U000349,core_action,2026-03-03 05:42:00,SU00034901,Mobile,5
E00001537,U000350,onboarding_complete,2026-03-10 23:31:00,SU00035001,Mobile,23
E00001542,U000351,onboarding_start,2026-02-15 13:13:00,SU00035101,Mobile,13
E00001551,U000353,signup,2026-02-01 16:02:00,SU00035301,Desktop,16
E00001553,U000353,onboarding_complete,2026-02-02 18:45:00,SU00035301,Desktop,18
E00001568,U000356,onboarding_start,2026-01-24 04:45:00,SU00035601,Mobile,4
E00001573,U000356,session_start,2026-01-26 10:00:00,SU00035601,Mobile,10
E00001587,U000360,core_action,2026-04-06 02:02:00,SU00036001,Tablet,2
E00001593,U000361,signup,2026-01-17 10:01:00,SU00036101,Mobile,10
E00001609,U000365,onboarding_complete,2026-02-18 20:19:00,SU00036501,Mobile,20
E00001619,U000366,session_start,2026-02-10 12:06:00,SU00036601,Mobile,12
E00001625,U000368,onboarding_start,2026-01-27 17:10:00,SU00036801,Desktop,17
E00001626,U000368,onboarding_complete,2026-01-27 21:55:00,SU00036801,Desktop,21
E00001627,U000369,signup,2026-02-19 17:38:00,SU00036901,Mobile,17
E00001643,U000372,onboarding_complete,2026-01-15 05:43:00,SU00037201,Desktop,5
E00001644,U000373,signup,2026-03-01 04:40:00,SU00037301,Desktop,4
E00001646,U000373,onboarding_complete,2026-03-03 22:28:00,SU00037301,Desktop,22
E00001652,U000373,subscription_start,2026-03-16 06:44:00,SU00037301,Desktop,6
E00001688,U000382,core_action,2026-01-18 09:25:00,SU00038201,Mobile,9
E00001697,U000385,onboarding_start,2026-01-15 01:33:00,SU00038501,Mobile,1
E00001703,U000386,feature_view,2026-03-14 16:32:00,SU00038601,Mobile,16
E00001709,U000388,onboarding_start,2026-03-29 03:20:00,SU00038801,Mobile,3
E00001727,U000391,core_action,2026-02-26 09:50:00,SU00039101,Mobile,9
E00001728,U000392,signup,2026-01-25 01:16:00,SU00039201,Desktop,1
E00001729,U000392,onboarding_start,2026-01-26 03:03:00,SU00039201,Desktop,3
E00001732,U000392,feature_view,2026-01-26 12:39:00,SU00039201,Desktop,12
E00001733,U000392,core_action,2026-02-01 22:49:00,SU00039201,Desktop,22
E00001742,U000393,subscription_start,2026-03-06 16:27:00,SU00039301,Desktop,16
E00001745,U000394,onboarding_complete,2026-03-05 20:37:00,SU00039401,Tablet,20
E00001764,U000398,onboarding_start,2026-02-27 05:26:00,SU00039801,Mobile,5
E00001769,U000399,feature_view,2026-04-01 03:47:00,SU00039901,Mobile,3
E00001773,U000401,signup,2026-02-21 13:09:00,SU00040101,Desktop,13
E00001781,U000404,signup,2026-01-15 00:26:00,SU00040401,Mobile,0
E00001791,U000406,core_action,2026-03-07 09:45:00,SU00040601,Mobile,9
E00001814,U000411,subscription_start,2026-03-30 03:54:00,SU00041101,Mobile,3
E00001820,U000413,onboarding_complete,2026-02-17 13:10:00,SU00041301,Tablet,13
E00001827,U000415,core_action,2026-02-11 07:16:00,SU00041501,Desktop,7
E00001828,U000415,feature_view,2026-02-13 19:26:00,SU00041501,Desktop,19
E00001831,U000416,signup,2026-02-21 11:19:00,SU00041601,Mobile,11
E00001832,U000416,onboarding_start,2026-02-22 04:51:00,SU00041601,Mobile,4
E00001835,U000417,onboarding_complete,2026-01-17 08:30:00,SU00041701,Mobile,8
E00001837,U000418,onboarding_start,2026-01-13 02:18:00,SU00041801,Mobile,2
E00001836,U000418,signup,2026-01-13 21:31:00,SU00041801,Mobile,21
E00001845,U000420,onboarding_start,2026-01-19 07:32:00,SU00042001,Desktop,7
E00001850,U000422,onboarding_start,2026-03-04 00:04:00,SU00042201,Mobile,0
E00001879,U000430,signup,2026-01-09 17:49:00,SU00043001,Desktop,17
E00001887,U000432,onboarding_complete,2026-01-02 23:27:00,SU00043201,Desktop,23
E00001892,U000434,onboarding_complete,2026-01-02 20:34:00,SU00043401,Mobile,20
E00001901,U000436,onboarding_start,2026-02-17 05:49:00,SU00043601,Mobile,5
E00001906,U000437,signup,2026-03-30 00:06:00,SU00043701,Desktop,0
E00001915,U000439,signup,2026-01-16 11:29:00,SU00043901,Desktop,11
E00001942,U000445,signup,2026-03-08 21:30:00,SU00044501,Mobile,21
E00001952,U000446,feature_view,2026-03-19 17:33:00,SU00044601,Tablet,17
E00001963,U000449,onboarding_start,2026-02-21 04:56:00,SU00044901,Mobile,4
E00001977,U000453,signup,2026-03-19 16:18:00,SU00045301,Mobile,16
E00001984,U000454,feature_view,2026-03-15 18:24:00,SU00045401,Mobile,18
E00001990,U000455,core_action,2026-02-19 00:32:00,SU00045501,Mobile,0
E00001998,U000456,onboarding_complete,2026-03-04 20:29:00,SU00045601,Mobile,20
E00002007,U000458,signup,2026-03-17 11:15:00,SU00045801,Mobile,11
E00002028,U000461,onboarding_start,2026-03-31 04:07:00,SU00046101,Mobile,4
E00002032,U000461,core_action,2026-04-05 18:41:00,SU00046101,Mobile,18
E00002033,U000461,session_start,2026-04-06 01:47:00,SU00046101,Mobile,1
E00002035,U000461,subscription_start,2026-04-27 11:16:00,SU00046101,Mobile,11
E00002055,U000467,signup,2026-01-10 09:40:00,SU00046701,Desktop,9
E00002058,U000468,onboarding_start,2026-03-10 15:35:00,SU00046801,Desktop,15
E00002060,U000469,onboarding_start,2026-02-04 04:26:00,SU00046901,Mobile,4
E00002089,U000479,onboarding_start,2026-03-21 17:25:00,SU00047901,Desktop,17
E00002091,U000480,signup,2026-01-02 22:20:00,SU00048001,Mobile,22
E00002110,U000484,onboarding_complete,2026-01-13 12:31:00,SU00048401,Desktop,12
E00002114,U000485,signup,2026-02-19 14:04:00,SU00048501,Mobile,14
E00002130,U000488,feature_view,2026-02-05 03:49:00,SU00048801,Tablet,3
E00002149,U000492,onboarding_start,2026-01-12 15:18:00,SU00049201,Mobile,15
E00002154,U000494,signup,2026-03-06 21:28:00,SU00049401,Mobile,21
E00002163,U000495,onboarding_complete,2026-02-03 14:55:00,SU00049501,Mobile,14
E00002167,U000497,onboarding_start,2026-03-15 09:25:00,SU00049701,Mobile,9
E00002166,U000497,signup,2026-03-15 17:25:00,SU00049701,Mobile,17
E00002174,U000498,core_action,2026-02-14 06:03:00,SU00049801,Mobile,6
E00002171,U000498,onboarding_complete,2026-02-14 22:26:00,SU00049801,Mobile,22
E00002191,U000502,core_action,2026-01-15 04:22:00,SU00050201,Tablet,4
E00002197,U000504,onboarding_complete,2026-01-03 14:46:00,SU00050401,Tablet,14
E00002200,U000505,onboarding_complete,2026-02-05 20:14:00,SU00050501,Desktop,20
E00002203,U000505,core_action,2026-02-08 02:47:00,SU00050501,Desktop,2
E00002202,U000505,feature_view,2026-02-11 04:20:00,SU00050501,Desktop,4
E00002206,U000506,onboarding_start,2026-03-28 12:20:00,SU00050601,Desktop,12
E00002209,U000507,onboarding_start,2026-03-23 10:14:00,SU00050701,Mobile,10
E00002223,U000511,onboarding_start,2026-03-15 03:46:00,SU00051101,Mobile,3
E00002227,U000512,core_action,2026-04-05 14:14:00,SU00051201,Desktop,14
E00002231,U000513,onboarding_start,2026-02-04 13:47:00,SU00051301,Tablet,13
E00002232,U000513,onboarding_complete,2026-02-05 20:21:00,SU00051301,Tablet,20
E00002250,U000520,onboarding_start,2026-03-30 14:14:00,SU00052001,Mobile,14
E00002252,U000521,onboarding_start,2026-01-22 18:55:00,SU00052101,Mobile,18
E00002260,U000524,onboarding_start,2026-03-15 01:56:00,SU00052401,Mobile,1
E00002265,U000526,onboarding_complete,2026-03-06 02:48:00,SU00052601,Mobile,2
E00002276,U000528,onboarding_start,2026-02-05 10:12:00,SU00052801,Tablet,10
E00002285,U000531,onboarding_start,2026-01-23 03:20:00,SU00053101,Mobile,3
E00002288,U000532,onboarding_start,2026-03-04 17:55:00,SU00053201,Desktop,17
E00002299,U000534,onboarding_start,2026-01-13 16:36:00,SU00053401,Mobile,16
E00002300,U000535,signup,2026-02-24 03:56:00,SU00053501,Desktop,3
E00002303,U000536,signup,2026-01-13 18:22:00,SU00053601,Tablet,18
E00002307,U000537,onboarding_start,2026-01-24 19:46:00,SU00053701,Mobile,19
E00002308,U000537,onboarding_complete,2026-01-25 03:22:00,SU00053701,Mobile,3
E00002322,U000541,onboarding_start,2026-03-03 04:46:00,SU00054101,Desktop,4
E00002326,U000541,core_action,2026-03-05 10:04:00,SU00054101,Desktop,10
E00002325,U000541,feature_view,2026-03-07 05:50:00,SU00054101,Desktop,5
E00002345,U000546,signup,2026-02-28 11:54:00,SU00054601,Mobile,11
E00002359,U000549,onboarding_start,2026-01-12 16:22:00,SU00054901,Desktop,16
E00002364,U000549,session_start,2026-01-15 12:32:00,SU00054901,Desktop,12
E00002369,U000551,signup,2026-01-19 23:23:00,SU00055101,Mobile,23
E00002385,U000555,session_start,2026-02-24 21:57:00,SU00055501,Mobile,21
E00002387,U000556,onboarding_start,2026-03-19 14:35:00,SU00055601,Mobile,14
E00002390,U000556,feature_view,2026-03-23 19:37:00,SU00055601,Mobile,19
E00002416,U000563,signup,2026-02-21 18:45:00,SU00056301,Mobile,18
E00002422,U000564,signup,2026-03-26 02:20:00,SU00056401,Desktop,2
E00002425,U000565,signup,2026-02-22 18:23:00,SU00056501,Mobile,18
E00002433,U000567,onboarding_complete,2026-01-18 14:17:00,SU00056701,Desktop,14
E00002435,U000568,onboarding_start,2026-02-26 23:34:00,SU00056801,Mobile,23
E00002450,U000570,onboarding_start,2026-02-22 02:50:00,SU00057001,Desktop,2
E00002467,U000574,onboarding_start,2026-01-14 16:26:00,SU00057401,Mobile,16
E00002476,U000577,feature_view,2026-04-04 17:07:00,SU00057701,Mobile,17
E00002484,U000578,core_action,2026-03-18 03:47:00,SU00057801,Desktop,3
E00002486,U000579,onboarding_start,2026-01-19 04:17:00,SU00057901,Mobile,4
E00002493,U000580,onboarding_complete,2026-03-18 12:01:00,SU00058001,Mobile,12
E00002494,U000581,signup,2026-01-09 02:23:00,SU00058101,Desktop,2
E00002503,U000582,session_start,2026-03-17 00:36:00,SU00058201,Desktop,0
E00002499,U000582,onboarding_complete,2026-03-17 10:46:00,SU00058201,Desktop,10
E00002504,U000583,signup,2026-02-27 09:08:00,SU00058301,Mobile,9
E00002523,U000586,session_start,2026-02-22 02:36:00,SU00058601,Mobile,2
E00002533,U000587,session_start,2026-02-11 15:37:00,SU00058701,Mobile,15
E00002535,U000588,signup,2026-02-09 14:25:00,SU00058801,Desktop,14
E00002549,U000591,onboarding_complete,2026-02-20 05:32:00,SU00059101,Desktop,5
E00002564,U000596,core_action,2026-02-09 07:40:00,SU00059601,Desktop,7
E00002580,U000600,signup,2026-03-06 16:37:00,SU00060001,Mobile,16
E00002584,U000600,feature_view,2026-03-10 19:31:00,SU00060001,Mobile,19
E00002620,U000606,onboarding_start,2026-01-04 15:40:00,SU00060601,Mobile,15
E00002637,U000610,onboarding_complete,2026-01-21 07:19:00,SU00061001,Mobile,7
E00002641,U000611,core_action,2026-03-05 16:33:00,SU00061101,Mobile,16
E00002671,U000617,onboarding_complete,2026-02-10 23:08:00,SU00061701,Mobile,23
E00002691,U000623,onboarding_start,2026-03-14 10:41:00,SU00062301,Mobile,10
E00002705,U000626,onboarding_start,2026-01-02 23:17:00,SU00062601,Mobile,23
E00002714,U000628,session_start,2026-03-24 02:41:00,SU00062801,Desktop,2
E00002716,U000629,onboarding_start,2026-03-04 05:38:00,SU00062901,Mobile,5
E00002717,U000630,signup,2026-03-04 07:53:00,SU00063001,Desktop,7
E00002728,U000633,signup,2026-02-02 06:50:00,SU00063301,Desktop,6
E00002735,U000634,onboarding_start,2026-02-07 04:34:00,SU00063401,Desktop,4
E00002734,U000634,signup,2026-02-07 12:32:00,SU00063401,Desktop,12
E00002740,U000635,core_action,2026-01-10 08:46:00,SU00063501,Mobile,8
E00002745,U000637,signup,2026-02-13 10:51:00,SU00063701,Mobile,10
E00002750,U000639,onboarding_start,2026-02-01 20:42:00,SU00063901,Mobile,20
E00002763,U000641,onboarding_complete,2026-03-03 12:18:00,SU00064101,Desktop,12
E00002772,U000643,onboarding_start,2026-01-22 01:57:00,SU00064301,Desktop,1
E00002799,U000649,onboarding_complete,2026-01-22 08:28:00,SU00064901,Mobile,8
E00002809,U000651,onboarding_start,2026-01-19 06:58:00,SU00065101,Mobile,6
E00002828,U000654,signup,2026-01-14 14:05:00,SU00065401,Mobile,14
E00002847,U000658,signup,2026-02-23 15:25:00,SU00065801,Mobile,15
E00002853,U000660,onboarding_start,2026-01-16 16:18:00,SU00066001,Mobile,16
E00002852,U000660,signup,2026-01-16 22:21:00,SU00066001,Mobile,22
E00002857,U000660,core_action,2026-01-21 00:57:00,SU00066001,Mobile,0
E00002864,U000663,signup,2026-03-16 02:10:00,SU00066301,Desktop,2
E00002874,U000666,onboarding_start,2026-01-17 14:35:00,SU00066601,Desktop,14
E00002880,U000668,onboarding_start,2026-03-18 00:44:00,SU00066801,Mobile,0
E00002881,U000668,onboarding_complete,2026-03-18 05:28:00,SU00066801,Mobile,5
E00002890,U000670,signup,2026-01-28 11:20:00,SU00067001,Desktop,11
